,host_name,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,reviews_per_year
4383,Roopa,40403519,Min 30 days Austin Parking Home Office Kitchen 10,49009585,no_group,78717,30.49027,-97.78873,private room,32,30,10,2021-04-01,0.51,8,9,6.12
4384,Gary,5728862,"Mid Century Modern Home In Central East Austin, Pet Friendly",29703215,no_group,78723,30.31352,-97.70515,entire home/apt,206,2,156,2021-04-01,2.27,2,177,27.240000000000002
4385,Zac,26776981,Modern East Austin Loft,57132909,no_group,78702,30.26193,-97.7211,entire home/apt,125,30,10,2021-04-01,0.3,1,0,3.5999999999999996
4386,Paulette,218402,New to Austin?  Perfect WFH Suite!,1129520,no_group,78754,30.36145256116355,-97.64397447281615,private room,28,30,24,2021-04-01,0.23,1,305,2.7600000000000002
4387,Mack,34599310,Upscale Single Family Spot | near DT,151269678,no_group,78702,30.25321,-97.71179,entire home/apt,461,1,7,2021-04-01,1.26,2,319,15.120000000000001
4388,Rachel,38098269,Bright and Sleek Modern Home,288050185,no_group,78702,30.25302,-97.70993,entire home/apt,412,30,12,2021-03-31,1.94,5,301,23.28
4389,Andrea,17912468,Longhorn stay,1427814,no_group,78741,30.22353,-97.72306,entire home/apt,300,30,3,2021-03-31,0.06,3,218,0.72
4390,Martin,14483719,N.Lamar: Great Value in Great Community,8167447,no_group,78756,30.31877,-97.73093,shared room,17,30,19,2021-03-31,0.37,76,342,4.4399999999999995
4391,Chalu,41456573,Cozy East Side Cottage- Minutes to Downtown Austin,7567467,no_group,78702,30.27911,-97.71662,entire home/apt,125,7,3,2021-03-31,0.19,8,28,2.2800000000000002
4392,Jessica,22922614,Central & Modern: Large Patio & Beautiful Outdoors,31152322,no_group,78745,30.20961,-97.78305,entire home/apt,210,5,31,2021-03-31,1.09,2,200,13.080000000000002
4393,Irene,30176018,Cute North Central Condo- Close to everything,227679816,no_group,78757,30.3545,-97.73444,entire home/apt,64,30,4,2021-03-31,0.15,1,234,1.7999999999999998
4394,James,758675,Guest house off of S. Congress,3827132,no_group,78704,30.24539,-97.74624,entire home/apt,70,30,26,2021-03-31,0.79,1,256,9.48
4395,Sandy,31544027,Hill country duplex minutes from Lake Travis,176112292,no_group,78734,30.38136,-97.93938,entire home/apt,79,7,27,2021-03-31,0.95,4,61,11.399999999999999
4396,Jennifer,10042925,Cute Comfy bungalow house in N Austin,6147666,no_group,78717,30.50634,-97.73945,entire home/apt,139,2,240,2021-03-30,7.26,1,0,87.12
4397,Sherry,48462789,"1B1B apartment close to downtown, UT and Domain",139011120,no_group,78731,30.35041,-97.75531,entire home/apt,65,5,10,2021-03-30,2.5,1,0,30.0
4398,Nick,47815557,Private room in the Heart of Austin! off 29th,376759934,no_group,78705,30.29679,-97.74521,private room,79,1,1,2021-03-29,0.29,17,161,3.4799999999999995
4399,Claire,44234183,Private Bathroom and Private Room in Fairy House,43702404,no_group,78745,30.22047,-97.78136,private room,100,2,9,2021-03-29,0.88,2,59,10.56
4400,Abbey,48156123,Cozy Private Room,251198784,no_group,78748,30.1727,-97.79246,private room,35,1,1,2021-03-29,0.29,2,83,3.4799999999999995
4401,Sam,21925063,Quanah's Tiny House B & BBQ,21987980,no_group,78748,30.18583,-97.82696,private room,55,30,31,2021-03-29,4.47,5,306,53.64
4402,Teresa,31804884,Poolside 1/1 South Austin 78704,86284377,no_group,78704,30.23434,-97.76508,entire home/apt,117,7,5,2021-03-29,0.17,1,11,2.04
4403,Peyoosh,18076389,"Classy Contemporary Condo, 7 minutes from Domain",124461248,no_group,78758,30.40595,-97.70074,entire home/apt,77,29,30,2021-03-29,0.6,1,312,7.199999999999999
4404,Jason,22735535,North Loop Studio Apartment,167848548,no_group,78751,30.31626,-97.72021,entire home/apt,137,2,30,2021-03-29,0.98,1,311,11.76
4405,TurnKey Vacation Rentals,33103864,"Condo w/ Lake View - On-Site Spa, Bar & Restaurant",109638288,no_group,78734,30.37418,-97.98621,entire home/apt,179,2,6,2021-03-28,0.31,74,343,3.7199999999999998
4406,Joe,6721639,"Comfy & Clean East Austin Home, Excellent Location",6752394,no_group,78702,30.2569,-97.73513,entire home/apt,205,30,164,2021-03-28,2.59,5,39,31.08
4407,Mireille,47196825,DOWNTOWN AUSTIN HOUSE-2 BLOCKS TO 6thST-SLEEPS 9,16047277,no_group,78703,30.2733,-97.75658,entire home/apt,714,1,2,2021-03-28,0.68,12,261,8.16
4408,Jan,21261656,"Austin, TX, Studio Deluxe Z #1",10981379,no_group,78701,30.27162,-97.7474,entire home/apt,188,2,29,2021-03-28,0.73,24,27,8.76
4409,Belinda,47572,Cozy Home in  N. Austin for Longer Stays,215917,no_group,78758,30.37783,-97.70749,private room,34,30,5,2021-03-28,0.18,1,195,2.16
4410,Russell & Katelin,38153497,Space for Everyone in South Austin!,22776813,no_group,78745,30.2186,-97.81071,entire home/apt,349,2,35,2021-03-28,1.78,1,4,21.36
4411,Amanda,479197,Funky SoFi Condo! Walk downtown! Private bathroom,1918269,no_group,78704,30.258,-97.75195,private room,45,30,26,2021-03-28,0.97,3,228,11.64
4412,TurnKey Vacation Rentals,20319737,Hip South 1st Home with Balconies & Yard,109638288,no_group,78704,30.24558,-97.75864,entire home/apt,155,2,28,2021-03-28,0.74,74,334,8.879999999999999
4413,Janet,43116963,"Captain’s Quarters Hyde Park, Central Austin Condo",583534,no_group,78751,30.3079,-97.72618,entire home/apt,65,30,2,2021-03-28,0.15,3,199,1.7999999999999998
4414,Michael,23626200,"Home away from home, close to Downtown",174167995,no_group,78704,30.23263,-97.7679,entire home/apt,65,2,27,2021-03-28,0.74,1,0,8.879999999999999
4415,Hanna,48784049,Quiet and Cozy South Congress Stay,136777397,no_group,78745,30.20654,-97.76357,private room,250,1,1,2021-03-28,0.29,1,176,3.4799999999999995
4416,Charr & Daivo,43898487,A safe place and quite neighborhood,122900516,no_group,78748,30.17388,-97.79208,private room,75,2,3,2021-03-28,0.27,1,361,3.24
4417,Laura,32813690,"GARAGE  SUITE, 15 miles to DWTN~N AUSTIN ATX",36761661,no_group,78753,30.4151,-97.67926,private room,39,3,31,2021-03-28,1.14,2,353,13.68
4418,Carol,42111438,Mid Week avail during ACL. Music everywhere free!!,42418328,no_group,78704,30.25911,-97.77567,entire home/apt,120,3,6,2021-03-28,0.46,3,77,5.5200000000000005
4419,Jennifer,23292771,Private efficiency with relaxing patio.,173414462,no_group,78724,30.28357,-97.6451,entire home/apt,90,2,65,2021-03-28,2.52,1,25,30.240000000000002
4420,Fred,34342493,One-Bedroom Condo at WorldMark by Wyndham - Austin,10595328,no_group,78701,30.27235,-97.74658,entire home/apt,180,2,1,2021-03-28,0.29,8,76,3.4799999999999995
4421,Miles,4403427,Camp Congress (Land Yacht),22857707,no_group,78704,30.25355,-97.74624,entire home/apt,125,2,35,2021-03-28,0.5,8,66,6.0
4422,Michael And Helen,48066377,Super Cute South Austin Home Minutes from Downtown,10768114,no_group,78704,30.23368,-97.75257,entire home/apt,250,2,1,2021-03-28,0.29,1,234,3.4799999999999995
4423,Jane,485360,Downtown Condo with Austin's skyline view!,2402591,no_group,78702,30.26778,-97.72849,entire home/apt,139,2,91,2021-03-27,1.41,1,95,16.919999999999998
4424,Sid,1141445,Casa de Desai Large Master Bedroom!,1726785,no_group,78702,30.275,-97.70403,private room,65,30,20,2021-03-27,0.22,4,305,2.64
4425,Mariana And Dennis,36566208,Modern Charmer in Cozy South Austin Neighborhood,2890972,no_group,78745,30.21965,-97.77964,entire home/apt,349,3,12,2021-03-27,1.18,1,18,14.16
4426,Chung-Fu,45704871,"Luxe Extended Stay w/ Heated Pool, Hot Tub, Private Office, Gym, Fast WiFi",243684594,no_group,78758,30.39623,-97.72523,entire home/apt,197,30,8,2021-03-27,0.93,32,310,11.16
4427,Caroline,367445,Charming Hyde Park Casita,1855238,no_group,78751,30.3068,-97.72797,entire home/apt,106,3,191,2021-03-26,1.85,1,0,22.200000000000003
4428,Carson,47927521,"Funky, Newly Remodeled,  Home Away from Home!",51476878,no_group,78753,30.3597,-97.67848,entire home/apt,150,30,1,2021-03-25,0.28,1,203,3.3600000000000003
4429,Locale,46281022,Locale | Rainey Street | 1BR with Workstation,2370669,no_group,78701,30.26011,-97.73975,entire home/apt,241,1,5,2021-03-25,0.67,4,113,8.040000000000001
4430,Blake,39628570,Newly Renovated Home ★ Perfect Location ★ 5 Beds,40346191,no_group,78704,30.2437,-97.77437,entire home/apt,125,3,18,2021-03-24,0.88,1,0,10.56
4431,Maria,46277276,Solar-Powered Luxury Home on East Side,3148972,no_group,78721,30.25926,-97.68357,entire home/apt,180,7,3,2021-03-24,0.38,1,51,4.5600000000000005
4432,Mal,48187768,Great place to Crash! Private room in smooth condo,353305806,no_group,78741,30.23288,-97.73444,private room,55,4,6,2021-03-23,1.37,3,182,16.44
4433,Daniel,16973996,Beautiful Home in Perfect Location,39537934,no_group,78723,30.29547,-97.69656,entire home/apt,239,14,71,2021-03-23,1.76,1,70,21.12
4434,Anjanae,48043519,♥ of Austin Luxury Private bedroom ♥,383561309,no_group,78757,30.33988,-97.71874,private room,60,1,2,2021-03-22,0.42,1,358,5.04
4435,Jan,24304417,"Austin, TX, Studio Deluxe #2",10981379,no_group,78701,30.27172,-97.74754,entire home/apt,188,2,18,2021-03-22,0.5,24,52,6.0
4436,Kirstie,47515870,"Club Wyndham Austin, 2 Bedroom Deluxe",372793610,no_group,78701,30.27198,-97.74841,entire home/apt,499,2,4,2021-03-22,0.75,6,81,9.0
4437,Brent,10409985,South Austin Peace & Comfort w/ Dog-friendly Yard,8095280,no_group,78744,30.17715,-97.76841,entire home/apt,90,30,53,2021-03-22,1.07,1,253,12.84
4438,Lorna,3281553,Gorgeous Central Austin Bungalow,7335335,no_group,78756,30.31291,-97.74051,entire home/apt,513,2,19,2021-03-22,0.26,2,51,3.12
4439,Stacy,40945856,Downtown Austin Modern in Iconic Travis Heights,3889374,no_group,78704,30.24673,-97.74244,entire home/apt,990,7,2,2021-03-22,0.38,1,266,4.5600000000000005
4440,Jenalys,21176047,Cozy Master Bedroom in 3/2.5 House!,12211296,no_group,78745,30.20465,-97.79305,private room,81,1,12,2021-03-22,0.35,3,84,4.199999999999999
4441,Beverly,15369790,Deer Run Bed and Breakfast Hawk's Nest Suite,26378062,no_group,78737,30.2114,-97.98655,private room,185,2,3,2021-03-21,0.06,3,365,0.72
4442,Sarah And Steve,4588823,Your Downtown Home!,23786982,no_group,78702,30.25513,-97.73309,entire home/apt,300,2,40,2021-03-21,0.53,2,9,6.36
4443,Lodgewell,48130095,"The Minty by Lodgewell >> Fresh, green, bungalow",15782486,no_group,78751,30.32102,-97.72596,entire home/apt,401,1,1,2021-03-21,0.27,34,178,3.24
4444,Dwight,43054992,Spacious 2BR Near Lake Travis - 2 Min Drive,342714122,no_group,78734,30.42305,-97.93357,entire home/apt,600,2,13,2021-03-21,0.95,1,268,11.399999999999999
4445,WanderJaunt,43739246,WanderJaunt | Irving | 1BR | Barton Hills,104309976,no_group,78746,30.26037,-97.78647,entire home/apt,109,1,12,2021-03-21,1.29,142,135,15.48
4446,Francisco,32147642,"Like-New, 3 bed, 2.5 bath, North Austin town-home",241155681,no_group,78717,30.47992,-97.78991,entire home/apt,175,6,13,2021-03-21,0.46,1,0,5.5200000000000005
4447,Stacy,45117851,The Big Bird,21697884,no_group,78734,30.3592,-97.94771,entire home/apt,425,3,7,2021-03-21,0.69,2,0,8.28
4448,Robert,34841520,Ranch Home w Pool-51st St-By Mueller Development,425706,no_group,78723,30.3044,-97.69991,entire home/apt,554,2,7,2021-03-21,0.29,4,151,3.4799999999999995
4449,David,38181048,St Elmo Tiny Home - Everything you want in 225 s/f,60491020,no_group,78745,30.2085,-97.7632,entire home/apt,112,4,38,2021-03-21,1.74,2,147,20.88
4450,Walker Luxury Vacation,9182645,"Urban Retreat! WalkerVR *3,000 sqft w/ Game Room*",15864252,no_group,78701,30.26938,-97.74259,entire home/apt,696,2,22,2021-03-21,0.43,14,316,5.16
4451,Scott,23573899,Luxury Beautiful 4 Bedroom Home-Close to Downtown!,3240239,no_group,78703,30.30154,-97.76074,entire home/apt,1457,2,10,2021-03-21,0.28,1,336,3.3600000000000003
4452,Annie,46006475,"Remodeled 2 bd Condo Near Downtown, Sleep 4-5",69797687,no_group,78741,30.22763,-97.72402,entire home/apt,79,30,2,2021-03-21,0.41,2,61,4.92
4453,Nancy,5673145,"Monthly rental. Fab, Fun space!",1883744,no_group,78751,30.31163,-97.72468,private room,59,30,18,2021-03-21,0.43,5,189,5.16
4454,Vacasa Texas,4196884,"Elegant and well-equipped cottage w/sunroom, great location, free WiFi",1488733,no_group,78703,30.2799,-97.76319,entire home/apt,193,2,68,2021-03-21,0.89,21,363,10.68
4455,TurnKey Vacation Rentals,40412814,SoCo Charmer | Screened Porch | Large Fenced Yard,109638288,no_group,78704,30.23517,-97.74898,entire home/apt,190,2,8,2021-03-21,0.6,74,355,7.199999999999999
4456,Mary Jane & Julián,23997730,El Bungalow Uno ~ Eclectic  Eastside ATX,141732877,no_group,78702,30.25238,-97.71649,entire home/apt,115,30,1,2021-03-21,0.27,1,326,3.24
4457,Melanie,4112403,"NW Austin house Apple, ACL, perfection",5325474,no_group,78729,30.44697,-97.75928,entire home/apt,213,28,39,2021-03-21,2.09,1,289,25.08
4458,Joseph,603084,"Modern, Spacious 3/2/2 South Austin",1282837,no_group,78745,30.20451,-97.7971,entire home/apt,191,30,87,2021-03-21,0.86,2,183,10.32
4459,Abigail,45596124,Casita tropical in Northwest Austin,45962911,no_group,78726,30.39984,-97.84983,entire home/apt,65,7,2,2021-03-21,0.48,1,0,5.76
4460,Austin Vacation,5124417,Walk downtown & to the Eastside's best offerings,4745284,no_group,78702,30.26706,-97.71607,entire home/apt,286,3,13,2021-03-20,0.17,1,1,2.04
4461,Tirso,20147722,Beautiful Central Austin Home (Domain Area),128277102,no_group,78759,30.41146,-97.73298,entire home/apt,308,60,6,2021-03-20,0.21,1,358,2.52
4462,Jack,45513527,"Downtown Austin Home, Convenient and Funky",287255089,no_group,78703,30.27531,-97.75903,entire home/apt,428,30,1,2021-03-20,0.27,2,365,3.24
4463,Truong-An,42161558,Tranquil North Austin Private Home | Near Domain,5829161,no_group,78727,30.42546,-97.7155,entire home/apt,355,3,4,2021-03-20,0.25,1,33,3.0
4464,Sean & Cam,48272478,Cozy Mid-Century Bungalow W/ Eclectic Austin Charm,104785102,no_group,78752,30.32167,-97.71759,entire home/apt,175,2,1,2021-03-20,0.27,1,4,3.24
4465,Jacob,47475705,Spacious Home near the Domain,383229108,no_group,78758,30.39527,-97.69025,entire home/apt,196,2,1,2021-03-20,0.27,1,153,3.24
4466,Jay,38385786,East Side Escape,579290,no_group,78702,30.26034,-97.72438,entire home/apt,159,4,7,2021-03-20,3.5,23,45,42.0
4467,Cynthia,3478000,"View - 2 blks to Park, Springs, Trails; 2 mi to DT",15219795,no_group,78704,30.25976,-97.77286,entire home/apt,165,2,72,2021-03-19,1.16,9,193,13.919999999999998
4468,Guy,14071933,"Tranquil Waterfront Bungalow, serene views, pool & hot tub, next to marina (#10)",62926106,no_group,78734,30.37151,-97.98796,entire home/apt,412,2,20,2021-03-19,0.58,19,260,6.959999999999999
4469,Guy,14069917,"Scenic Hillside Bungalow on Lake Travis, pool and hot tub, next to marina (#8)",62926106,no_group,78734,30.37203,-97.98757,entire home/apt,412,2,7,2021-03-19,0.17,19,214,2.04
4470,Doug,22529933,"Mockingbird SoCo - Big Yard, Long Stay Discounts!",5707520,no_group,78745,30.20885,-97.77534,entire home/apt,293,3,95,2021-03-19,2.45,2,120,29.400000000000002
4471,Martin,18517366,Guadalupe: Shared Room in Amazing Community,8167447,no_group,78751,30.32197,-97.72521,shared room,25,30,6,2021-03-19,0.14,76,321,1.6800000000000002
4472,Rob,47221623,Large house with large backyard!,62579312,no_group,78736,30.24106,-97.89047,entire home/apt,106,2,3,2021-03-18,0.48,1,57,5.76
4473,Ryan,10540208,Enjoy the Scenery from Palatial Estate House,979144,no_group,78746,30.32176,-97.78914,entire home/apt,500,2,44,2021-03-18,0.68,1,0,8.16
4474,Christina,44531881,"Luxury Bungalow Hideaway Bryker Woods, Near Campus",23785268,no_group,78703,30.29927,-97.75186,entire home/apt,735,2,2,2021-03-17,0.33,1,144,3.96
4475,Andrew,23450779,East Side Mid-Mod Duplex - Unit B,231132333,no_group,78721,30.25442,-97.6868,entire home/apt,135,30,11,2021-03-17,0.33,2,0,3.96
4476,Renters Club,47704675,Sofia B,118565935,no_group,78703,30.28378,-97.75858,entire home/apt,634,1,1,2021-03-17,0.26,74,321,3.12
4477,Anthony,27743817,East Austin Studio,143204479,no_group,78702,30.2684,-97.72834,entire home/apt,75,7,46,2021-03-16,1.49,2,192,17.88
4478,Kim,7417004,Central Austin three bedrooms with backyard,29163948,no_group,78731,30.32211,-97.75154,entire home/apt,153,3,26,2021-03-16,0.96,1,16,11.52
4479,Ana,27318014,Stay at the Enclave,90528091,no_group,78717,30.48873,-97.73015,entire home/apt,300,2,23,2021-03-16,0.66,1,211,7.92
4480,WanderJaunt,45271816,WanderJaunt | Clove | 1BR | East Austin,104309976,no_group,78722,30.29503,-97.71859,entire home/apt,98,1,12,2021-03-16,10.29,142,48,123.47999999999999
4481,Nancy,13730122,Modern South Austin Micro-unit (Monthly rental),1883744,no_group,78745,30.22171,-97.77688,entire home/apt,59,30,24,2021-03-16,0.42,5,282,5.04
4482,Transitions,45068078,Stylish 2bdrm Perfect for Families at the Domain,12355671,no_group,78759,30.41016,-97.71945,entire home/apt,116,3,4,2021-03-15,0.39,15,0,4.68
4483,Susan,19698184,Cool retreat near downtown,1274243,no_group,78731,30.33519,-97.75929,entire home/apt,98,60,11,2021-03-15,0.28,3,108,3.3600000000000003
4484,Copeland,40352905,Eclectic Boho South Austin Home (Sleeps 4-6),117550839,no_group,78745,30.21687,-97.80338,entire home/apt,245,30,11,2021-03-15,0.6,1,220,7.199999999999999
4485,Sam,4279738,Adagio Room B & BBQ,21987980,no_group,78748,30.18354,-97.82885,private room,45,30,56,2021-03-15,0.75,5,326,9.0
4486,Dallas,14587157,(Pool & Hot Tub) Modern Zilker Farmhouse,1523587,no_group,78704,30.24847,-97.78017,entire home/apt,1211,2,38,2021-03-15,0.66,19,257,7.92
4487,Allie,32586281,Waller Creek Hideaway,244904261,no_group,78751,30.30903,-97.72942,entire home/apt,250,1,1,2021-03-14,0.26,1,0,3.12
4488,Andy,47455458,"Downtown Condo, Walkable Town Lake/Capital Monthly",8402421,no_group,78701,30.27095,-97.74441,entire home/apt,180,60,1,2021-03-14,0.26,7,151,3.12
4489,Kirstie,47515383,"Club Wyndham Austin, 1 Bedroom Deluxe",372793610,no_group,78701,30.27196,-97.74846,entire home/apt,425,2,1,2021-03-14,0.26,6,89,3.12
4490,Chung-Fu,46338658,"❀ Cozy Extended Stay with Pool | The Sakura Retreat | Gym, Fast WiFi, Parking",243684594,no_group,78704,30.23744,-97.78471,entire home/apt,112,1,7,2021-03-14,1.19,32,360,14.28
4491,WanderJaunt,43753842,WanderJaunt | Crawford | Studio | South Congress,104309976,no_group,78704,30.22605,-97.76051,entire home/apt,91,1,16,2021-03-14,1.38,142,216,16.56
4492,Andrew,47180647,Bedroom 1,242611756,no_group,78724,30.25727,-97.58962,private room,32,1,1,2021-03-14,0.25,4,121,3.0
4493,Zane,40112525,My Blue Haven,309554008,no_group,78745,30.22381,-97.78167,entire home/apt,106,30,4,2021-03-14,0.2,1,42,2.4000000000000004
4494,Chris,46296699,1 Bedroom Deluxe Condo * Wyndham Austin Texas,234194182,no_group,78701,30.27212,-97.7464,entire home/apt,299,7,2,2021-03-14,0.43,2,173,5.16
4495,TurnKey Vacation Rentals,39971208,West Lake Wonder w/ Private Pool & Outdoor Kitchen,109638288,no_group,78746,30.26707,-97.79545,entire home/apt,1611,4,3,2021-03-14,0.29,74,49,3.4799999999999995
4496,Lian,7247795,Secluded Private Retreat in 1 Acre Park w/ Hot Tub,134301,no_group,78748,30.14731,-97.8196,entire home/apt,156,4,41,2021-03-13,2.46,1,0,29.52
4497,Betsey,23061988,3/2 Dreamy Creek Retreat Minutes to Downtown,62842316,no_group,78745,30.22429,-97.79843,entire home/apt,150,28,5,2021-03-13,0.3,1,0,3.5999999999999996
4498,Kelly,48170828,"Upscale 1 BR, 2 bath apartment in Clarksville.",46702822,no_group,78703,30.28201,-97.75761,entire home/apt,500,2,1,2021-03-13,0.25,1,175,3.0
4499,Susie & Eoin,424279,"Steps to S. Congress, 2 bedroom oasis w/ pool",1275188,no_group,78704,30.241,-97.75371,entire home/apt,152,30,23,2021-03-13,0.29,1,158,3.4799999999999995
4500,Tracy,46378717,30 day month to month-Peace in heart of city!,39181341,no_group,78704,30.24455,-97.73869,entire home/apt,160,30,4,2021-03-13,0.53,1,36,6.36
